customer_id,customer_fname,customer_lname,customer_city,customer_country,customer_segment
18080,Ann,Bailey,Caguas,Puerto Rico,Consumer
18060,Mia,Wall,Caguas,Puerto Rico,Consumer
18221,Cassady,Dyer,Caguas,Puerto Rico,Consumer
17890,Lois,Ryan,Caguas,Puerto Rico,Consumer
18199,Joan,Silva,Caguas,Puerto Rico,Consumer
18145,Moana,Pickett,Caguas,Puerto Rico,Consumer
18036,Mariam,Dickson,Caguas,Puerto Rico,Consumer
18234,Sylvia,Lopez,Caguas,Puerto Rico,Consumer
18251,Alea,Emerson,Caguas,Puerto Rico,Consumer
18249,Aileen,Townsend,Caguas,Puerto Rico,Consumer
16449,Buffy,Parrish,Caguas,Puerto Rico,Consumer
19086,Gemma,Madden,Caguas,Puerto Rico,Consumer
16572,Carolyn,Tyson,Caguas,Puerto Rico,Consumer
19138,Alea,Flynn,Caguas,Puerto Rico,Consumer
16516,Kevyn,Rojas,Caguas,Puerto Rico,Consumer
16587,Yolanda,Lyons,Caguas,Puerto Rico,Consumer
19119,Selma,Martinez,Caguas,Puerto Rico,Consumer
16622,Alma,Mcintyre,Caguas,Puerto Rico,Consumer
16514,Melyssa,Ramsey,Caguas,Puerto Rico,Consumer
19224,Emily,Chaney,Caguas,Puerto Rico,Consumer
16492,Chantale,Walters,Caguas,Puerto Rico,Consumer
19221,Beverly,Mills,Caguas,Puerto Rico,Consumer
16455,Glenna,Frost,Caguas,Puerto Rico,Consumer
16399,Amela,Cochran,Caguas,Puerto Rico,Consumer
16525,Nyssa,Francis,Caguas,Puerto Rico,Consumer
16398,Christine,King,Caguas,Puerto Rico,Consumer
16452,Evangeline,Sears,Caguas,Puerto Rico,Consumer
16434,Kaitlin,Barber,Caguas,Puerto Rico,Consumer
19181,Vera,Mcdaniel,Caguas,Puerto Rico,Consumer
16541,Iris,Flowers,Caguas,Puerto Rico,Consumer
19091,Minerva,Clayton,Caguas,Puerto Rico,Consumer
16415,Sheila,Gonzales,Caguas,Puerto Rico,Consumer
16432,Lesley,Taylor,Caguas,Puerto Rico,Consumer
15881,Gillian,Nixon,Caguas,Puerto Rico,Consumer
15717,Roanna,Mathis,Caguas,Puerto Rico,Consumer
15680,Suki,Mcintyre,Caguas,Puerto Rico,Consumer
15787,Brianna,Pace,Caguas,Puerto Rico,Consumer
18840,Brynn,Dean,Caguas,Puerto Rico,Consumer
18749,Daryl,Kerr,Caguas,Puerto Rico,Consumer
15747,Nayda,Rocha,Caguas,Puerto Rico,Consumer
15745,Melinda,Compton,Caguas,Puerto Rico,Consumer
15763,Heather,Long,Caguas,Puerto Rico,Consumer
15708,Christen,Velez,Caguas,Puerto Rico,Consumer
15796,Amber,Burke,Caguas,Puerto Rico,Consumer
18742,Olivia,Colon,Caguas,Puerto Rico,Consumer
18849,Bryar,Chaney,Caguas,Puerto Rico,Consumer
18795,Sara,Craft,Caguas,Puerto Rico,Consumer
15811,Kendall,Hammond,Caguas,Puerto Rico,Consumer
15720,Hedy,Cooper,Caguas,Puerto Rico,Consumer
2670,Mary,Smith,Caguas,Puerto Rico,Consumer
9586,Mary,Olson,Caguas,Puerto Rico,Consumer
7412,Terry,Smith,Caguas,Puerto Rico,Consumer
7294,Sharon,Ball,Caguas,Puerto Rico,Consumer
3348,James,Lynn,Caguas,Puerto Rico,Consumer
3,Ann,Smith,Caguas,Puerto Rico,Consumer
20698,Winter,Maddox,Caguas,Puerto Rico,Consumer
6667,Mary,Smith,Caguas,Puerto Rico,Consumer
20410,Taylor,Osborn,Caguas,Puerto Rico,Consumer
17489,Giselle,Spears,Caguas,Puerto Rico,Consumer
18337,Amena,Perry,Caguas,Puerto Rico,Consumer
1090,Katherine,Massey,Caguas,Puerto Rico,Consumer
17507,Ima,Taylor,Caguas,Puerto Rico,Consumer
17650,Isabella,Shaw,Caguas,Puerto Rico,Consumer
18463,Felicia,Vaughn,Caguas,Puerto Rico,Consumer
18427,Haley,Perry,Caguas,Puerto Rico,Consumer
2055,Mary,Smith,Caguas,Puerto Rico,Consumer
3371,David,Dixon,Caguas,Puerto Rico,Consumer
9440,Mary,Leonard,Caguas,Puerto Rico,Consumer
17290,Patience,Sheppard,Caguas,Puerto Rico,Consumer
17434,Lucy,Mayo,Caguas,Puerto Rico,Consumer
17995,Faith,Bray,Caguas,Puerto Rico,Consumer
15966,Hannah,Ortega,Caguas,Puerto Rico,Consumer
1631,Mary,Sweeney,Caguas,Puerto Rico,Consumer
11392,Mary,Smith,Caguas,Puerto Rico,Consumer
18425,Basia,Vega,Caguas,Puerto Rico,Consumer
1139,Benjamin,Smith,Caguas,Puerto Rico,Consumer
18442,Skyler,Gay,Caguas,Puerto Rico,Consumer
2065,Wayne,Smith,Caguas,Puerto Rico,Consumer
9020,Deborah,Smith,Bayamon,Puerto Rico,Consumer
7550,Mary,Smith,Caguas,Puerto Rico,Consumer
17342,Eliana,Skinner,Caguas,Puerto Rico,Consumer
18496,Morgan,Holcomb,Caguas,Puerto Rico,Consumer
6720,Olivia,Moran,Caguas,Puerto Rico,Consumer
12238,Rebecca,Gallagher,Caguas,Puerto Rico,Consumer
1151,Mary,Griffith,Caguas,Puerto Rico,Consumer
16017,Rowan,Mcdowell,Caguas,Puerto Rico,Consumer
16035,Megan,Dale,Caguas,Puerto Rico,Consumer
9519,Mary,Taylor,Caguas,Puerto Rico,Consumer
20675,Aubrey,Patel,Caguas,Puerto Rico,Consumer
15999,Jade,Mendez,Caguas,Puerto Rico,Consumer
2695,Mary,Weeks,Caguas,Puerto Rico,Consumer
11629,Cynthia,Smith,Caguas,Puerto Rico,Consumer
17991,Rhoda,Gutierrez,Caguas,Puerto Rico,Consumer
3198,Sarah,Smith,Caguas,Puerto Rico,Consumer
7699,Judith,Ray,Caguas,Puerto Rico,Consumer
18873,Isadora,Gentry,Caguas,Puerto Rico,Consumer
20710,Maia,Floyd,Caguas,Puerto Rico,Consumer
20638,Noelani,Savage,Caguas,Puerto Rico,Consumer
11714,Larry,Terrell,Caguas,Puerto Rico,Consumer
3345,Christine,Smith,Caguas,Puerto Rico,Consumer
18438,Donna,Boyle,Caguas,Puerto Rico,Consumer
2002,Amy,Perez,Caguas,Puerto Rico,Consumer
17972,Evangeline,Soto,Caguas,Puerto Rico,Consumer
18510,Kamy,Delacruz,Caguas,Puerto Rico,Consumer
9926,Aaron,Bush,Caguas,Puerto Rico,Consumer
9173,Matthew,Williams,Caguas,Puerto Rico,Consumer
11241,Mary,Smith,Caguas,Puerto Rico,Consumer
17463,Zelda,Sims,Caguas,Puerto Rico,Consumer
11895,Timothy,Walter,Caguas,Puerto Rico,Consumer
5299,Mary,Randall,Caguas,Puerto Rico,Consumer
9077,Sean,Smith,Caguas,Puerto Rico,Consumer
10562,Bruce,Hester,Caguas,Puerto Rico,Consumer
20636,Quemby,Mathews,Caguas,Puerto Rico,Consumer
9754,Mary,Matthews,Caguas,Puerto Rico,Consumer
6331,Amy,Smith,Caguas,Puerto Rico,Consumer
18490,Leilani,Mann,Caguas,Puerto Rico,Consumer
18274,Quyn,Middleton,Caguas,Puerto Rico,Consumer
20599,Carol,Pittman,Caguas,Puerto Rico,Consumer
2107,Paul,Smith,Caguas,Puerto Rico,Consumer
456,Douglas,Turner,Caguas,Puerto Rico,Consumer
10967,Alexander,Cunningham,Caguas,Puerto Rico,Consumer
15922,Aurora,Kane,Caguas,Puerto Rico,Consumer
20382,Beverly,Hansen,Caguas,Puerto Rico,Consumer
540,Mary,Tran,Caguas,Puerto Rico,Consumer
15958,Abigail,Sykes,Caguas,Puerto Rico,Consumer
7806,Mary,Smith,Caguas,Puerto Rico,Consumer
8773,Samantha,Floyd,Caguas,Puerto Rico,Consumer
20616,Ivana,Zamora,Caguas,Puerto Rico,Consumer
1635,Catherine,Smith,Caguas,Puerto Rico,Consumer
11064,Mark,Mays,Caguas,Puerto Rico,Consumer
20489,Giselle,Glass,Caguas,Puerto Rico,Consumer
17496,Briar,Sheppard,Caguas,Puerto Rico,Consumer
11433,Peter,Smith,Caguas,Puerto Rico,Consumer
17369,Lilah,Petty,Caguas,Puerto Rico,Consumer
4833,Mary,Smith,Caguas,Puerto Rico,Consumer
20380,Madeline,Allen,Caguas,Puerto Rico,Consumer
17655,Whitney,Holloway,Caguas,Puerto Rico,Consumer
8331,Mary,Norman,Caguas,Puerto Rico,Consumer
17404,Jennifer,Patrick,Caguas,Puerto Rico,Consumer
3865,Jessica,Hunter,Caguas,Puerto Rico,Consumer
7853,Aaron,Smith,Caguas,Puerto Rico,Consumer
7151,George,Henry,Caguas,Puerto Rico,Consumer
4302,Nicole,Downs,Caguas,Puerto Rico,Consumer
16025,Minerva,Wilkerson,Caguas,Puerto Rico,Consumer
15935,Yeo,Turner,Toa Baja,Puerto Rico,Consumer
1599,Andrew,Smith,Caguas,Puerto Rico,Consumer
20413,Kay,Hubbard,Caguas,Puerto Rico,Consumer
3453,Mary,Smith,Caguas,Puerto Rico,Consumer
11139,Brenda,Fisher,Caguas,Puerto Rico,Consumer
17257,Beatrice,Thomas,Caguas,Puerto Rico,Consumer
17670,Katell,Fletcher,Caguas,Puerto Rico,Consumer
2567,Mary,Mclean,Caguas,Puerto Rico,Consumer
18483,Diana,Hoover,Caguas,Puerto Rico,Consumer
8471,Lauren,Smith,Caguas,Puerto Rico,Consumer
1541,Victoria,Smith,Caguas,Puerto Rico,Consumer
18518,Ayanna,Gallegos,Caguas,Puerto Rico,Consumer
20465,Vivian,Roman,Caguas,Puerto Rico,Consumer
10477,Mary,Holder,Caguas,Puerto Rico,Consumer
4958,Mary,Smith,Caguas,Puerto Rico,Consumer
8201,Lauren,Smith,Caguas,Puerto Rico,Consumer
3186,Jack,Smith,Caguas,Puerto Rico,Consumer
4392,Mary,Diaz,Caguas,Puerto Rico,Consumer
8938,Raymond,Gould,Caguas,Puerto Rico,Consumer
10063,Julia,Lopez,Caguas,Puerto Rico,Consumer
3549,Adam,Morris,Caguas,Puerto Rico,Consumer
7743,Melissa,Smith,Caguas,Puerto Rico,Consumer
745,Mary,Smith,Caguas,Puerto Rico,Consumer
18737,Tatyana,Cortez,Caguas,Puerto Rico,Consumer
7444,Pamela,Andrade,Caguas,Puerto Rico,Consumer
15341,Aiko,Acosta,Caguas,Puerto Rico,Consumer
15430,September,Ward,Caguas,Puerto Rico,Consumer
15448,Quail,Gonzales,Caguas,Puerto Rico,Consumer
15591,September,Burgess,Caguas,Puerto Rico,Consumer
15302,Danielle,Greer,Caguas,Puerto Rico,Consumer
15446,Moana,Kim,Caguas,Puerto Rico,Consumer
18716,Dorothy,Copeland,Caguas,Puerto Rico,Consumer
15373,Oprah,Shaffer,Caguas,Puerto Rico,Consumer
15640,Emerald,Hatfield,Caguas,Puerto Rico,Consumer
18657,Alma,Cherry,Caguas,Puerto Rico,Consumer
15440,Britanney,Mccoy,Caguas,Puerto Rico,Consumer
15509,Jordan,Beck,Caguas,Puerto Rico,Consumer
18705,Kelsey,Wilkins,Caguas,Puerto Rico,Consumer
15669,Portia,Montoya,Caguas,Puerto Rico,Consumer
15345,Lareina,Stone,Caguas,Puerto Rico,Consumer
15326,Angelica,David,Caguas,Puerto Rico,Consumer
15378,Kai,Shepherd,Caguas,Puerto Rico,Consumer
15324,Madeline,Brady,Caguas,Puerto Rico,Consumer
18648,Marcia,Johns,Caguas,Puerto Rico,Consumer
2134,Mary,Gibbs,Caguas,Puerto Rico,Consumer
11174,Teresa,Smith,Caguas,Puerto Rico,Consumer
5453,Grace,English,Caguas,Puerto Rico,Consumer
4581,Jessica,May,Caguas,Puerto Rico,Consumer
7435,Susan,Smith,Caguas,Puerto Rico,Consumer
4019,Mary,Parsons,Caguas,Puerto Rico,Consumer
105,Mary,Smith,Caguas,Puerto Rico,Consumer
4513,Mary,Robinson,Caguas,Puerto Rico,Consumer
4194,Lisa,Smith,Caguas,Puerto Rico,Consumer
11824,Stephanie,Smith,Caguas,Puerto Rico,Consumer
4786,Mary,Bond,Caguas,Puerto Rico,Consumer
10598,Jason,Smith,Caguas,Puerto Rico,Consumer
12336,Joe,Smith,Caguas,Puerto Rico,Consumer
1497,Judith,Richards,Caguas,Puerto Rico,Consumer
5378,Mary,Frye,Caguas,Puerto Rico,Consumer
4641,Rachel,Smith,Caguas,Puerto Rico,Consumer
1993,Diana,Smith,Caguas,Puerto Rico,Consumer
6849,Mary,Smith,Caguas,Puerto Rico,Consumer
3343,Vincent,Smith,Caguas,Puerto Rico,Consumer
2727,Henry,Smith,Caguas,Puerto Rico,Consumer
5605,Mary,Smith,Caguas,Puerto Rico,Consumer
338,Ryan,Smith,Caguas,Puerto Rico,Consumer
5779,Mary,Powell,Caguas,Puerto Rico,Consumer
2627,Mary,King,Caguas,Puerto Rico,Consumer
6569,Samantha,Allen,Caguas,Puerto Rico,Consumer
3965,Mary,Douglas,Caguas,Puerto Rico,Consumer
17586,Aimee,Weiss,Caguas,Puerto Rico,Consumer
17602,Basia,Mays,Caguas,Puerto Rico,Consumer
20261,Kiayada,Sweeney,Caguas,Puerto Rico,Consumer
17819,Isabella,Wilson,Caguas,Puerto Rico,Consumer
17801,Quin,Rodgers,Caguas,Puerto Rico,Consumer
18629,Rosalyn,Ward,Caguas,Puerto Rico,Consumer
16295,Raya,Garrison,Caguas,Puerto Rico,Consumer
20044,Quincy,Snow,Bayamon,Puerto Rico,Consumer
20187,Glenna,Bowen,Caguas,Puerto Rico,Consumer
19989,Hiroko,Stout,Caguas,Puerto Rico,Consumer
19809,Bertha,Blankenship,Humacao,Puerto Rico,Consumer
19880,Kathleen,Huffman,Caguas,Puerto Rico,Consumer
17116,Ivana,Mullins,Caguas,Puerto Rico,Consumer
18591,Kimberley,Giles,Caguas,Puerto Rico,Consumer
18537,Lucy,Slater,Caguas,Puerto Rico,Consumer
15229,Reagan,Chan,Caguas,Puerto Rico,Consumer
18963,Sylvia,Rhodes,Caguas,Puerto Rico,Consumer
18572,Mariam,Wilcox,Caguas,Puerto Rico,Consumer
19807,Chelsea,Cooley,Caguas,Puerto Rico,Consumer
19824,Angelica,Dill,Caguas,Puerto Rico,Consumer
18943,Noelle,Watts,Caguas,Puerto Rico,Consumer
19986,Avye,Juarez,Caguas,Puerto Rico,Consumer
17113,Maryam,Evans,Caguas,Puerto Rico,Consumer
20039,Zena,Knox,Caguas,Puerto Rico,Consumer
19984,Signe,Quinn,Caguas,Puerto Rico,Consumer
16235,Marah,Christian,Caguas,Puerto Rico,Consumer
15242,Mechelle,Gardner,Caguas,Puerto Rico,Consumer
20217,Roanna,Higgins,Caguas,Puerto Rico,Consumer
19964,Adara,Hancock,Caguas,Puerto Rico,Consumer
17775,Darryl,Bates,Caguas,Puerto Rico,Consumer
17110,Jade,Velez,Caguas,Puerto Rico,Consumer
17074,Ainsley,Simon,Caguas,Puerto Rico,Consumer
20180,Suki,Moss,Caguas,Puerto Rico,Consumer
19874,Faith,Mckinney,Caguas,Puerto Rico,Consumer
20233,Madonna,Barnett,Caguas,Puerto Rico,Consumer
20017,Serina,Orr,Caguas,Puerto Rico,Consumer
17773,Bertha,Clements,Caguas,Puerto Rico,Consumer
18619,Zelda,Graves,Caguas,Puerto Rico,Consumer
15167,McKenzie,Cox,Caguas,Puerto Rico,Consumer
20034,Ursa,Buckley,Caguas,Puerto Rico,Consumer
19782,Roanna,Morin,Caguas,Puerto Rico,Consumer
17035,Lydia,Huffman,Caguas,Puerto Rico,Consumer
16356,Nichole,Lindsay,Caguas,Puerto Rico,Consumer
17125,Dawn,Swanson,Caguas,Puerto Rico,Consumer
19780,Hyacinth,Moss,Caguas,Puerto Rico,Consumer
18562,Piper,Hart,Caguas,Puerto Rico,Consumer
18526,Rowan,Barr,Caguas,Puerto Rico,Consumer
18988,Xantha,Compton,Caguas,Puerto Rico,Consumer
20319,Geraldine,Francis,Caguas,Puerto Rico,Consumer
17122,Kevyn,Marsh,Caguas,Puerto Rico,Consumer
15181,Dorothy,Harper,Caguas,Puerto Rico,Consumer
17068,Ila,Hatfield,Caguas,Puerto Rico,Consumer
20245,Melinda,Suarez,Caguas,Puerto Rico,Consumer
20371,Linda,Faulkner,Carolina,Puerto Rico,Consumer
20317,Ella,Kidd,Caguas,Puerto Rico,Consumer
17247,Nayda,Thomas,Caguas,Puerto Rico,Consumer
18595,Mia,James,Caguas,Puerto Rico,Consumer
20100,Iola,Fletcher,Caguas,Puerto Rico,Consumer
18895,Camille,Burke,Caguas,Puerto Rico,Consumer
17102,Alea,Freeman,Caguas,Puerto Rico,Consumer
18044,Selma,Long,Caguas,Puerto Rico,Consumer
18042,Dorothy,Beach,Caguas,Puerto Rico,Consumer
16467,Zenaida,Johnson,Caguas,Puerto Rico,Consumer
19176,Emerald,Kim,Caguas,Puerto Rico,Consumer
19174,Audrey,Spears,Caguas,Puerto Rico,Consumer
19043,Mallory,David,Caguas,Puerto Rico,Consumer
19130,Nerea,Ochoa,Caguas,Puerto Rico,Consumer
19237,Illiana,Sykes,Caguas,Puerto Rico,Consumer
18782,Cailin,Ruiz,Caguas,Puerto Rico,Consumer
3886,Brian,Smith,Caguas,Puerto Rico,Consumer
4792,Dorothy,Montoya,Caguas,Puerto Rico,Consumer
3442,Mary,Henson,Caguas,Puerto Rico,Consumer
15985,Harriet,Witt,Caguas,Puerto Rico,Consumer
4939,Carol,Jackson,Caguas,Puerto Rico,Consumer
5677,Paul,Mccullough,Caguas,Puerto Rico,Consumer
17432,Roary,Short,Caguas,Puerto Rico,Consumer
8434,Mary,York,Caguas,Puerto Rico,Consumer
4845,Douglas,Smith,Caguas,Puerto Rico,Consumer
4712,Nicholas,Pope,Caguas,Puerto Rico,Consumer
17411,Marah,Potts,Caguas,Puerto Rico,Consumer
17321,Tara,Pate,Caguas,Puerto Rico,Consumer
571,Mary,Smith,Caguas,Puerto Rico,Consumer
18492,Hedy,Rivas,Caguas,Puerto Rico,Consumer
16015,Lael,Mayo,Caguas,Puerto Rico,Consumer
961,David,Smith,Caguas,Puerto Rico,Consumer
17695,Ivory,King,Trujillo Alto,Puerto Rico,Consumer
8758,Mary,Shelton,Caguas,Puerto Rico,Consumer
18341,Aiko,Barr,Caguas,Puerto Rico,Consumer
8787,Janice,Pittman,Caguas,Puerto Rico,Consumer
2816,Mary,Cunningham,Caguas,Puerto Rico,Consumer
7566,Mary,Smith,Caguas,Puerto Rico,Consumer
1084,Gary,Smith,Caguas,Puerto Rico,Consumer
17491,Brynn,Salinas,Caguas,Puerto Rico,Consumer
734,Mary,Smith,Caguas,Puerto Rico,Consumer
17998,Violet,Bullock,Caguas,Puerto Rico,Consumer
17274,Debra,Underwood,Caguas,Puerto Rico,Consumer
1734,Bobby,Hardy,Caguas,Puerto Rico,Consumer
9438,Mary,Dawson,Caguas,Puerto Rico,Consumer
2236,Jeffrey,Whitney,Caguas,Puerto Rico,Consumer
11493,Julia,Flores,Caguas,Puerto Rico,Consumer
7545,Christopher,Roberts,Caguas,Puerto Rico,Consumer
4327,Sarah,Greene,Caguas,Puerto Rico,Consumer
3043,Catherine,Smith,Caguas,Puerto Rico,Consumer
12264,Olivia,Smith,Caguas,Puerto Rico,Consumer
17551,Alma,Mcclain,Caguas,Puerto Rico,Consumer
19954,Shea,Kinney,Caguas,Puerto Rico,Consumer
20367,Emi,Wilder,Caguas,Puerto Rico,Consumer
20132,Laurel,Washington,Caguas,Puerto Rico,Consumer
20274,Debra,Rosa,Caguas,Puerto Rico,Consumer
17796,Mechelle,Camacho,Caguas,Puerto Rico,Consumer
18978,Jemima,Wagner,Caguas,Puerto Rico,Consumer
19928,Lacey,Olson,Caguas,Puerto Rico,Consumer
19784,Minerva,Mcdaniel,Caguas,Puerto Rico,Consumer
20172,Veronica,Brock,Caguas,Puerto Rico,Consumer
17048,Kiayada,Gilmore,Caguas,Puerto Rico,Consumer
11509,Sharon,Wood,Caguas,Puerto Rico,Consumer
12154,Kevin,Andrews,Caguas,Puerto Rico,Consumer
3281,Teresa,Werner,Caguas,Puerto Rico,Consumer
551,Doris,Weaver,Caguas,Puerto Rico,Consumer
6080,Mary,Smith,Caguas,Puerto Rico,Consumer
492,Mary,Mckinney,Bayamon,Puerto Rico,Consumer
10487,Juan,Moyer,Caguas,Puerto Rico,Consumer
828,Johnny,Herrera,Caguas,Puerto Rico,Consumer
11021,Brenda,Shaw,Caguas,Puerto Rico,Consumer
10021,Donald,Davila,Caguas,Puerto Rico,Consumer
7119,Russell,Smith,Caguas,Puerto Rico,Consumer
8736,Aaron,Calhoun,Caguas,Puerto Rico,Consumer
9138,Gary,Erickson,Caguas,Puerto Rico,Consumer
1701,Aaron,Sharp,Caguas,Puerto Rico,Consumer
12384,Raymond,Berry,Caguas,Puerto Rico,Consumer
2531,Mary,Fitzpatrick,Caguas,Puerto Rico,Consumer
6117,Gloria,Smith,Caguas,Puerto Rico,Consumer
8591,Mary,Smith,Caguas,Puerto Rico,Consumer
9499,Joshua,Brown,Caguas,Puerto Rico,Consumer
2211,Debra,Harvey,Caguas,Puerto Rico,Consumer
4761,Mary,Shannon,Caguas,Puerto Rico,Consumer
2998,Denise,Smith,Caguas,Puerto Rico,Consumer
4105,Mary,Smith,Caguas,Puerto Rico,Consumer
11881,Maria,Richards,Caguas,Puerto Rico,Consumer
3483,Michael,Smith,Caguas,Puerto Rico,Consumer
10214,Raymond,Smith,Caguas,Puerto Rico,Consumer
7206,Lori,Ellis,Caguas,Puerto Rico,Consumer
1437,Mary,Watson,Caguas,Puerto Rico,Consumer
7136,Mary,Smith,Caguas,Puerto Rico,Consumer
3823,Charles,Ortega,Caguas,Puerto Rico,Consumer
11600,Jean,Finley,Caguas,Puerto Rico,Consumer
7430,Wayne,Smith,Caguas,Puerto Rico,Consumer
9266,Brittany,Whitney,Caguas,Puerto Rico,Consumer
6599,Robert,Moreno,Caguas,Puerto Rico,Consumer
10225,Diane,English,Caguas,Puerto Rico,Consumer
7553,Mary,Thompson,Caguas,Puerto Rico,Consumer
7328,Mary,Smith,Caguas,Puerto Rico,Consumer
767,Christine,Horne,Caguas,Puerto Rico,Consumer
12345,Phillip,Hancock,Caguas,Puerto Rico,Consumer
6854,Mary,Wade,Caguas,Puerto Rico,Consumer
9335,Joseph,Smith,Caguas,Puerto Rico,Consumer
6336,Richard,Maddox,Caguas,Puerto Rico,Consumer
2674,John,Smith,Caguas,Puerto Rico,Consumer
3601,Rose,Robertson,Caguas,Puerto Rico,Consumer
8670,Mary,Smith,Caguas,Puerto Rico,Consumer
8119,Mary,Smith,Caguas,Puerto Rico,Consumer
9764,John,Smith,San Sebastian,Puerto Rico,Consumer
4218,Mary,Rodgers,Caguas,Puerto Rico,Consumer
6377,Mary,Lee,Caguas,Puerto Rico,Consumer
1334,Roger,Dunlap,Caguas,Puerto Rico,Consumer
370,Mary,Smith,Caguas,Puerto Rico,Consumer
7585,Angela,Martin,Caguas,Puerto Rico,Consumer
6579,Mary,Long,Caguas,Puerto Rico,Consumer
802,Mary,Rogers,Caguas,Puerto Rico,Consumer
69,Megan,Smith,Caguas,Puerto Rico,Consumer
9752,Mary,Smith,Caguas,Puerto Rico,Consumer
2715,Mary,Smith,Caguas,Puerto Rico,Consumer
6678,Mary,Church,Caguas,Puerto Rico,Consumer
10709,Mary,Ritter,Caguas,Puerto Rico,Consumer
9310,Timothy,Smith,Caguas,Puerto Rico,Consumer
1353,Victoria,Rocha,Caguas,Puerto Rico,Consumer
6592,Tyler,Austin,Caguas,Puerto Rico,Consumer
7502,Joe,Smith,Caguas,Puerto Rico,Consumer
6759,Matthew,Smith,Caguas,Puerto Rico,Consumer
11548,Hannah,Gardner,Caguas,Puerto Rico,Consumer
9153,Sharon,Jenkins,Caguas,Puerto Rico,Consumer
7126,James,Smith,Caguas,Puerto Rico,Consumer
124,Judy,Smith,Caguas,Puerto Rico,Consumer
6651,Ashley,Smith,Caguas,Puerto Rico,Consumer
11968,Emily,Winters,Caguas,Puerto Rico,Consumer
5199,Patricia,Martinez,Caguas,Puerto Rico,Consumer
11800,James,Solis,Caguas,Puerto Rico,Consumer
3841,Mary,Sawyer,Caguas,Puerto Rico,Consumer
10032,Shawn,Smith,Caguas,Puerto Rico,Consumer
11637,Mary,Smith,Caguas,Puerto Rico,Consumer
2524,Mary,Mays,Caguas,Puerto Rico,Consumer
9473,Michelle,Smith,Caguas,Puerto Rico,Consumer
11952,Mary,Smith,Caguas,Puerto Rico,Consumer
9574,Mary,Smith,Caguas,Puerto Rico,Consumer
2140,Samuel,Smith,Caguas,Puerto Rico,Consumer
5464,Peter,Smith,Caguas,Puerto Rico,Consumer
2549,Stephanie,Smith,Caguas,Puerto Rico,Consumer
10464,Emily,Smith,Caguas,Puerto Rico,Consumer
10585,Michael,Keller,Caguas,Puerto Rico,Consumer
6975,Mary,Brown,Caguas,Puerto Rico,Consumer
8039,Gerald,Arellano,Caguas,Puerto Rico,Consumer
2516,Mary,Graham,Caguas,Puerto Rico,Consumer
9652,Mary,Smith,Caguas,Puerto Rico,Consumer
11593,Joan,Haynes,Caguas,Puerto Rico,Consumer
5924,Virginia,Williams,Caguas,Puerto Rico,Consumer
4728,Mary,Smith,Caguas,Puerto Rico,Consumer
4063,Mary,Robinson,Caguas,Puerto Rico,Consumer
9533,Mary,Hess,Caguas,Puerto Rico,Consumer
11584,Jeffrey,Wilcox,Caguas,Puerto Rico,Consumer
10423,Mary,Rios,Caguas,Puerto Rico,Consumer
4148,Debra,Hendrix,Caguas,Puerto Rico,Consumer
4800,Mary,Smith,Caguas,Puerto Rico,Consumer
762,Mary,Smith,Caguas,Puerto Rico,Consumer
5904,Catherine,Peterson,Caguas,Puerto Rico,Consumer
194,Mary,Bates,Caguas,Puerto Rico,Consumer
4893,William,Smith,Caguas,Puerto Rico,Consumer
447,Mary,Nelson,Caguas,Puerto Rico,Consumer
1245,Gregory,Torres,Caguas,Puerto Rico,Consumer
3067,Mary,Lee,Caguas,Puerto Rico,Consumer
11766,Mary,Mason,Caguas,Puerto Rico,Consumer
6262,Mary,Brennan,Caguas,Puerto Rico,Consumer
2629,Mary,Smith,Caguas,Puerto Rico,Consumer
1580,Kelly,Simmons,Caguas,Puerto Rico,Consumer
8673,Carolyn,Smith,Caguas,Puerto Rico,Consumer
8738,Donald,Jackson,Caguas,Puerto Rico,Consumer
11572,Mary,Salazar,Caguas,Puerto Rico,Consumer
8702,Mary,Ramos,Caguas,Puerto Rico,Consumer
11556,Hannah,Watson,Humacao,Puerto Rico,Consumer
7685,Mary,Mcdowell,Caguas,Puerto Rico,Consumer
9395,Pamela,Hayden,Caguas,Puerto Rico,Consumer
4975,Diane,Flores,Caguas,Puerto Rico,Consumer
4551,Jonathan,Blackwell,Caguas,Puerto Rico,Consumer
6418,Olivia,Owens,Caguas,Puerto Rico,Consumer
10832,Mary,Khan,Caguas,Puerto Rico,Consumer
12285,Patrick,Mcgee,Caguas,Puerto Rico,Consumer
5034,Rose,Williams,Caguas,Puerto Rico,Consumer
7786,Mary,Price,Caguas,Puerto Rico,Consumer
11464,Timothy,Mckinney,Caguas,Puerto Rico,Consumer
3087,Mary,Hendricks,Caguas,Puerto Rico,Consumer
2991,Julie,Francis,Caguas,Puerto Rico,Consumer
5583,Mary,Skinner,Caguas,Puerto Rico,Consumer
5724,Christian,Doyle,Caguas,Puerto Rico,Consumer
11487,Cheryl,Evans,Caguas,Puerto Rico,Consumer
7944,Gloria,Mcneil,Caguas,Puerto Rico,Consumer
404,Mary,Adkins,Caguas,Puerto Rico,Consumer
2143,Elizabeth,Herrera,Caguas,Puerto Rico,Consumer
10272,Jonathan,Molina,Caguas,Puerto Rico,Consumer
4240,Kenneth,Collins,Caguas,Puerto Rico,Consumer
2275,Lisa,Smith,Caguas,Puerto Rico,Consumer
5477,Mary,Smith,Caguas,Puerto Rico,Consumer
